Region,Electrode,Elec_Number,X,Y
b,866,13505,1487.5,1067.5
b,867,13506,1505.0,1067.5
b,868,13507,1522.5,1067.5
b,869,13508,1540.0,1067.5
b,870,13509,1557.5,1067.5
b,871,13510,1575.0,1067.5
b,872,13511,1592.5,1067.5
b,873,13512,1610.0,1067.5
b,874,13513,1627.5,1067.5
b,875,13514,1645.0,1067.5
b,876,13515,1662.5,1067.5
b,877,13711,1242.5,1085.0
b,878,13712,1260.0,1085.0
b,879,13713,1277.5,1085.0
b,880,13714,1295.0,1085.0
b,881,13715,1312.5,1085.0
b,882,13716,1330.0,1085.0
b,883,13717,1347.5,1085.0
b,884,13718,1365.0,1085.0
b,885,13719,1382.5,1085.0
b,886,13720,1400.0,1085.0
b,887,13721,1417.5,1085.0
b,888,13722,1435.0,1085.0
b,889,13723,1452.5,1085.0
b,890,13724,1470.0,1085.0
b,891,13725,1487.5,1085.0
b,892,13726,1505.0,1085.0
b,893,13727,1522.5,1085.0
b,894,13728,1540.0,1085.0
b,895,13729,1557.5,1085.0
b,896,13730,1575.0,1085.0
b,897,13731,1592.5,1085.0
b,898,13732,1610.0,1085.0
b,899,13733,1627.5,1085.0
b,900,13734,1645.0,1085.0
b,901,13735,1662.5,1085.0
b,902,13931,1242.5,1102.5
b,903,13932,1260.0,1102.5
b,904,13933,1277.5,1102.5
b,905,13934,1295.0,1102.5
b,906,13935,1312.5,1102.5
b,907,13936,1330.0,1102.5
b,908,13937,1347.5,1102.5
b,909,13938,1365.0,1102.5
b,910,13939,1382.5,1102.5
b,911,13940,1400.0,1102.5
b,912,13941,1417.5,1102.5
b,913,13942,1435.0,1102.5
b,914,13943,1452.5,1102.5
b,915,13944,1470.0,1102.5
b,916,13945,1487.5,1102.5
b,917,13946,1505.0,1102.5
b,918,13947,1522.5,1102.5
b,919,13948,1540.0,1102.5
b,920,13949,1557.5,1102.5
b,921,13950,1575.0,1102.5
b,922,13951,1592.5,1102.5
b,923,13952,1610.0,1102.5
b,924,13953,1627.5,1102.5
b,925,13954,1645.0,1102.5
b,926,13955,1662.5,1102.5
b,927,14151,1242.5,1120.0
b,928,14152,1260.0,1120.0
b,929,14153,1277.5,1120.0
b,930,14154,1295.0,1120.0
b,931,14155,1312.5,1120.0
b,932,14156,1330.0,1120.0
b,933,14157,1347.5,1120.0
b,934,14158,1365.0,1120.0
b,935,14159,1382.5,1120.0
b,936,14160,1400.0,1120.0
b,937,14161,1417.5,1120.0
b,938,14162,1435.0,1120.0
b,939,14163,1452.5,1120.0
b,940,14164,1470.0,1120.0
b,941,14165,1487.5,1120.0
b,942,14166,1505.0,1120.0
b,943,14167,1522.5,1120.0
b,944,14168,1540.0,1120.0
b,945,14169,1557.5,1120.0
b,946,14170,1575.0,1120.0
b,947,14171,1592.5,1120.0
b,948,14172,1610.0,1120.0
b,949,14173,1627.5,1120.0
b,950,14174,1645.0,1120.0
b,951,14175,1662.5,1120.0
b,952,14371,1242.5,1137.5
b,953,14372,1260.0,1137.5
b,954,14373,1277.5,1137.5
b,955,14374,1295.0,1137.5
b,956,14375,1312.5,1137.5
b,957,14376,1330.0,1137.5
b,958,14377,1347.5,1137.5
b,959,14378,1365.0,1137.5
b,960,14379,1382.5,1137.5
b,961,14380,1400.0,1137.5
b,962,14381,1417.5,1137.5
b,963,14382,1435.0,1137.5
b,964,14383,1452.5,1137.5
b,965,14384,1470.0,1137.5
b,966,14385,1487.5,1137.5
b,967,14386,1505.0,1137.5
b,968,14387,1522.5,1137.5
b,969,14388,1540.0,1137.5
b,970,14389,1557.5,1137.5
b,971,14390,1575.0,1137.5
b,972,14391,1592.5,1137.5
b,973,14392,1610.0,1137.5
b,974,14393,1627.5,1137.5
b,975,14394,1645.0,1137.5
b,976,14395,1662.5,1137.5
b,977,14591,1242.5,1155.0
b,978,14592,1260.0,1155.0
b,979,14593,1277.5,1155.0
b,980,14594,1295.0,1155.0
b,981,14595,1312.5,1155.0
b,982,14596,1330.0,1155.0
b,983,14597,1347.5,1155.0
b,984,14598,1365.0,1155.0
b,985,14599,1382.5,1155.0
b,986,14600,1400.0,1155.0
b,987,14601,1417.5,1155.0
b,988,14602,1435.0,1155.0
b,989,14603,1452.5,1155.0
b,990,14604,1470.0,1155.0
b,991,14605,1487.5,1155.0
b,992,14606,1505.0,1155.0
b,993,14607,1522.5,1155.0
b,994,14608,1540.0,1155.0
b,995,14609,1557.5,1155.0
b,996,14610,1575.0,1155.0
b,997,14611,1592.5,1155.0
b,998,14612,1610.0,1155.0
b,999,14613,1627.5,1155.0
b,1000,14614,1645.0,1155.0
b,1001,14615,1662.5,1155.0
b,1002,14811,1242.5,1172.5
b,1003,14812,1260.0,1172.5
b,1004,14813,1277.5,1172.5
b,1005,14814,1295.0,1172.5
b,1006,14815,1312.5,1172.5
b,1007,14816,1330.0,1172.5
b,1008,14817,1347.5,1172.5
b,1009,14818,1365.0,1172.5
b,1010,14819,1382.5,1172.5
b,1011,14820,1400.0,1172.5
b,1012,14821,1417.5,1172.5
b,1013,14822,1435.0,1172.5
b,1014,14823,1452.5,1172.5
b,1015,14824,1470.0,1172.5
b,1016,14825,1487.5,1172.5
b,1017,14826,1505.0,1172.5
b,1018,14827,1522.5,1172.5
b,1019,14828,1540.0,1172.5
b,1020,14829,1557.5,1172.5
b,1021,14830,1575.0,1172.5
b,1022,14831,1592.5,1172.5
b,1023,14832,1610.0,1172.5
b,1024,14833,1627.5,1172.5
b,1025,14834,1645.0,1172.5
b,1026,14835,1662.5,1172.5
b,1027,15031,1242.5,1190.0
b,1028,15032,1260.0,1190.0
b,1029,15033,1277.5,1190.0
b,1030,15034,1295.0,1190.0
b,1031,15035,1312.5,1190.0
b,1032,15036,1330.0,1190.0
b,1033,15037,1347.5,1190.0
b,1034,15038,1365.0,1190.0
b,1035,15039,1382.5,1190.0
b,1036,15040,1400.0,1190.0
b,1037,15041,1417.5,1190.0
b,1038,15042,1435.0,1190.0
b,1039,15043,1452.5,1190.0
b,1040,15044,1470.0,1190.0
b,1041,15045,1487.5,1190.0
b,1042,15046,1505.0,1190.0
b,1043,15047,1522.5,1190.0
b,1044,15048,1540.0,1190.0
b,1045,15049,1557.5,1190.0
b,1046,15050,1575.0,1190.0
b,1047,15051,1592.5,1190.0
b,1048,15052,1610.0,1190.0
b,1049,15053,1627.5,1190.0
b,1050,15054,1645.0,1190.0
b,1051,15055,1662.5,1190.0
b,1052,15251,1242.5,1207.5
b,1053,15252,1260.0,1207.5
b,1054,15253,1277.5,1207.5
b,1055,15254,1295.0,1207.5
b,1056,15255,1312.5,1207.5
b,1057,15256,1330.0,1207.5
b,1058,15257,1347.5,1207.5
b,1059,15258,1365.0,1207.5
b,1060,15259,1382.5,1207.5
b,1061,15260,1400.0,1207.5
b,1062,15261,1417.5,1207.5
b,1063,15262,1435.0,1207.5
b,1064,15263,1452.5,1207.5
b,1065,15264,1470.0,1207.5
b,1066,15265,1487.5,1207.5
b,1067,15266,1505.0,1207.5
b,1068,15267,1522.5,1207.5
b,1069,15268,1540.0,1207.5
b,1070,15269,1557.5,1207.5
b,1071,15270,1575.0,1207.5
b,1072,15271,1592.5,1207.5
b,1073,15272,1610.0,1207.5
b,1074,15273,1627.5,1207.5
b,1075,15274,1645.0,1207.5
b,1076,15275,1662.5,1207.5
b,1077,15471,1242.5,1225.0
b,1078,15472,1260.0,1225.0
b,1079,15473,1277.5,1225.0
b,1080,15474,1295.0,1225.0
b,1081,15475,1312.5,1225.0
b,1082,15476,1330.0,1225.0
b,1083,15477,1347.5,1225.0
b,1084,15478,1365.0,1225.0
b,1085,15479,1382.5,1225.0
b,1086,15480,1400.0,1225.0
b,1087,15481,1417.5,1225.0
b,1088,15482,1435.0,1225.0
b,1089,15483,1452.5,1225.0
b,1090,15484,1470.0,1225.0
b,1091,15485,1487.5,1225.0
b,1092,15486,1505.0,1225.0
b,1093,15487,1522.5,1225.0
b,1094,15488,1540.0,1225.0
b,1095,15489,1557.5,1225.0
b,1096,15490,1575.0,1225.0
b,1097,15491,1592.5,1225.0
b,1098,15492,1610.0,1225.0
b,1099,15493,1627.5,1225.0
b,1100,15494,1645.0,1225.0
b,1101,15495,1662.5,1225.0
b,1102,15691,1242.5,1242.5
b,1103,15692,1260.0,1242.5
b,1104,15693,1277.5,1242.5
b,1105,15694,1295.0,1242.5
b,1106,15695,1312.5,1242.5
b,1107,15696,1330.0,1242.5
b,1108,15697,1347.5,1242.5
b,1109,15698,1365.0,1242.5
b,1110,15699,1382.5,1242.5
b,1111,15700,1400.0,1242.5
b,1112,15701,1417.5,1242.5
b,1113,15702,1435.0,1242.5
b,1114,15703,1452.5,1242.5
b,1115,15704,1470.0,1242.5
b,1116,15705,1487.5,1242.5
b,1117,15706,1505.0,1242.5
b,1118,15707,1522.5,1242.5
b,1119,15708,1540.0,1242.5
b,1120,15709,1557.5,1242.5
b,1121,15710,1575.0,1242.5
b,1122,15711,1592.5,1242.5
b,1123,15712,1610.0,1242.5
b,1124,15713,1627.5,1242.5
b,1125,15714,1645.0,1242.5
b,1126,15715,1662.5,1242.5
C,1127,11326,1855.0,892.5
C,1128,11327,1872.5,892.5
C,1129,11328,1890.0,892.5
C,1130,11329,1907.5,892.5
C,1131,11330,1925.0,892.5
C,1132,11331,1942.5,892.5
C,1133,11332,1960.0,892.5
C,1134,11333,1977.5,892.5
C,1135,11334,1995.0,892.5
C,1136,11335,2012.5,892.5
C,1137,11336,2030.0,892.5
C,1138,11337,2047.5,892.5
C,1139,11338,2065.0,892.5
C,1140,11339,2082.5,892.5
C,1141,11340,2100.0,892.5
C,1142,11341,2117.5,892.5
C,1143,11342,2135.0,892.5
C,1144,11343,2152.5,892.5
C,1145,11344,2170.0,892.5
C,1146,11345,2187.5,892.5
C,1147,11546,1855.0,910.0
C,1148,11547,1872.5,910.0
C,1149,11548,1890.0,910.0
C,1150,11549,1907.5,910.0
C,1151,11550,1925.0,910.0
C,1152,11551,1942.5,910.0
C,1153,11552,1960.0,910.0
C,1154,11553,1977.5,910.0
C,1155,11554,1995.0,910.0
C,1156,11555,2012.5,910.0
C,1157,11556,2030.0,910.0
C,1158,11557,2047.5,910.0
C,1159,11558,2065.0,910.0
C,1160,11559,2082.5,910.0
C,1161,11560,2100.0,910.0
C,1162,11561,2117.5,910.0
C,1163,11562,2135.0,910.0
C,1164,11563,2152.5,910.0
C,1165,11564,2170.0,910.0
C,1166,11565,2187.5,910.0
C,1167,11766,1855.0,927.5
C,1168,11767,1872.5,927.5
C,1169,11768,1890.0,927.5
C,1170,11769,1907.5,927.5
C,1171,11770,1925.0,927.5
C,1172,11771,1942.5,927.5
C,1173,11772,1960.0,927.5
C,1174,11773,1977.5,927.5
C,1175,11774,1995.0,927.5
C,1176,11775,2012.5,927.5
C,1177,11776,2030.0,927.5
C,1178,11777,2047.5,927.5
C,1179,11778,2065.0,927.5
C,1180,11779,2082.5,927.5
C,1181,11780,2100.0,927.5
C,1182,11781,2117.5,927.5
C,1183,11782,2135.0,927.5
C,1184,11783,2152.5,927.5
C,1185,11784,2170.0,927.5
C,1186,11785,2187.5,927.5
C,1187,11986,1855.0,945.0
C,1188,11987,1872.5,945.0
C,1189,11988,1890.0,945.0
C,1190,11989,1907.5,945.0
C,1191,11990,1925.0,945.0
C,1192,11991,1942.5,945.0
C,1193,11992,1960.0,945.0
C,1194,11993,1977.5,945.0
C,1195,11994,1995.0,945.0
C,1196,11995,2012.5,945.0
C,1197,11996,2030.0,945.0
C,1198,11997,2047.5,945.0
C,1199,11998,2065.0,945.0
C,1200,11999,2082.5,945.0
C,1201,12000,2100.0,945.0
C,1202,12001,2117.5,945.0
C,1203,12002,2135.0,945.0
C,1204,12003,2152.5,945.0
C,1205,12004,2170.0,945.0
C,1206,12005,2187.5,945.0
C,1207,12206,1855.0,962.5
C,1208,12207,1872.5,962.5
C,1209,12208,1890.0,962.5
C,1210,12209,1907.5,962.5
C,1211,12210,1925.0,962.5
C,1212,12211,1942.5,962.5
C,1213,12212,1960.0,962.5
C,1214,12213,1977.5,962.5
C,1215,12214,1995.0,962.5
C,1216,12215,2012.5,962.5
C,1217,12216,2030.0,962.5
C,1218,12217,2047.5,962.5
C,1219,12218,2065.0,962.5
C,1220,12219,2082.5,962.5
C,1221,12220,2100.0,962.5
C,1222,12221,2117.5,962.5
C,1223,12222,2135.0,962.5
C,1224,12223,2152.5,962.5
C,1225,12224,2170.0,962.5
C,1226,12225,2187.5,962.5
C,1227,12426,1855.0,980.0
C,1228,12427,1872.5,980.0
C,1229,12428,1890.0,980.0
C,1230,12429,1907.5,980.0
C,1231,12430,1925.0,980.0
C,1232,12431,1942.5,980.0
C,1233,12432,1960.0,980.0
C,1234,12433,1977.5,980.0
C,1235,12434,1995.0,980.0
C,1236,12435,2012.5,980.0
C,1237,12436,2030.0,980.0
C,1238,12437,2047.5,980.0
C,1239,12438,2065.0,980.0
C,1240,12439,2082.5,980.0
C,1241,12440,2100.0,980.0
C,1242,12441,2117.5,980.0
C,1243,12442,2135.0,980.0
C,1244,12443,2152.5,980.0
C,1245,12444,2170.0,980.0
C,1246,12445,2187.5,980.0
C,1247,12646,1855.0,997.5
C,1248,12647,1872.5,997.5
C,1249,12648,1890.0,997.5
C,1250,12649,1907.5,997.5
C,1251,12650,1925.0,997.5
C,1252,12651,1942.5,997.5
C,1253,12652,1960.0,997.5
C,1254,12653,1977.5,997.5
C,1255,12654,1995.0,997.5
C,1256,12655,2012.5,997.5
C,1257,12656,2030.0,997.5
C,1258,12657,2047.5,997.5
C,1259,12658,2065.0,997.5
C,1260,12659,2082.5,997.5
C,1261,12660,2100.0,997.5
C,1262,12661,2117.5,997.5
C,1263,12662,2135.0,997.5
C,1264,12663,2152.5,997.5
C,1265,12664,2170.0,997.5
C,1266,12665,2187.5,997.5
C,1267,12866,1855.0,1015.0
C,1268,12867,1872.5,1015.0
C,1269,12868,1890.0,1015.0
C,1270,12869,1907.5,1015.0
C,1271,12870,1925.0,1015.0
C,1272,12871,1942.5,1015.0
C,1273,12872,1960.0,1015.0
C,1274,12873,1977.5,1015.0
C,1275,12874,1995.0,1015.0
C,1276,12875,2012.5,1015.0
C,1277,12876,2030.0,1015.0
C,1278,12877,2047.5,1015.0
C,1279,12878,2065.0,1015.0
C,1280,12879,2082.5,1015.0
C,1281,12880,2100.0,1015.0
C,1282,12881,2117.5,1015.0
C,1283,12882,2135.0,1015.0
C,1284,12883,2152.5,1015.0
C,1285,12884,2170.0,1015.0
C,1286,12885,2187.5,1015.0
C,1287,13086,1855.0,1032.5
C,1288,13087,1872.5,1032.5
C,1289,13088,1890.0,1032.5
C,1290,13089,1907.5,1032.5
C,1291,13090,1925.0,1032.5
C,1292,13091,1942.5,1032.5
C,1293,13092,1960.0,1032.5
C,1294,13093,1977.5,1032.5
C,1295,13094,1995.0,1032.5
C,1296,13095,2012.5,1032.5
C,1297,13096,2030.0,1032.5
C,1298,13097,2047.5,1032.5
C,1299,13098,2065.0,1032.5
C,1300,13099,2082.5,1032.5
C,1301,13100,2100.0,1032.5
C,1302,13101,2117.5,1032.5
C,1303,13102,2135.0,1032.5
C,1304,13103,2152.5,1032.5
C,1305,13104,2170.0,1032.5
C,1306,13105,2187.5,1032.5
C,1307,13306,1855.0,1050.0
C,1308,13307,1872.5,1050.0
C,1309,13308,1890.0,1050.0
C,1310,13309,1907.5,1050.0
C,1311,13310,1925.0,1050.0
C,1312,13311,1942.5,1050.0
C,1313,13312,1960.0,1050.0
C,1314,13313,1977.5,1050.0
C,1315,13314,1995.0,1050.0
C,1316,13315,2012.5,1050.0
C,1317,13316,2030.0,1050.0
C,1318,13317,2047.5,1050.0
C,1319,13318,2065.0,1050.0
C,1320,13319,2082.5,1050.0
C,1321,13320,2100.0,1050.0
C,1322,13321,2117.5,1050.0
C,1323,13322,2135.0,1050.0
C,1324,13323,2152.5,1050.0
C,1325,13324,2170.0,1050.0
C,1326,13325,2187.5,1050.0
C,1327,13526,1855.0,1067.5
C,1328,13527,1872.5,1067.5
C,1329,13528,1890.0,1067.5
C,1330,13529,1907.5,1067.5
C,1331,13530,1925.0,1067.5
C,1332,13531,1942.5,1067.5
C,1333,13532,1960.0,1067.5
C,1334,13533,1977.5,1067.5
C,1335,13534,1995.0,1067.5
C,1336,13535,2012.5,1067.5
C,1337,13536,2030.0,1067.5
C,1338,13537,2047.5,1067.5
C,1339,13538,2065.0,1067.5
C,1340,13539,2082.5,1067.5
C,1341,13540,2100.0,1067.5
C,1342,13541,2117.5,1067.5
C,1343,13542,2135.0,1067.5
C,1344,13543,2152.5,1067.5
C,1345,13544,2170.0,1067.5
C,1346,13545,2187.5,1067.5
C,1347,13746,1855.0,1085.0
C,1348,13747,1872.5,1085.0
C,1349,13748,1890.0,1085.0
C,1350,13749,1907.5,1085.0
C,1351,13750,1925.0,1085.0
C,1352,13751,1942.5,1085.0
C,1353,13752,1960.0,1085.0
C,1354,13753,1977.5,1085.0
C,1355,13754,1995.0,1085.0
C,1356,13755,2012.5,1085.0
C,1357,13756,2030.0,1085.0
C,1358,13757,2047.5,1085.0
C,1359,13758,2065.0,1085.0
C,1360,13759,2082.5,1085.0
C,1361,13760,2100.0,1085.0
C,1362,13761,2117.5,1085.0
C,1363,13762,2135.0,1085.0
C,1364,13763,2152.5,1085.0
C,1365,13764,2170.0,1085.0
C,1366,13765,2187.5,1085.0
C,1367,13966,1855.0,1102.5
C,1368,13967,1872.5,1102.5
C,1369,13968,1890.0,1102.5
C,1370,13969,1907.5,1102.5
C,1371,13970,1925.0,1102.5
C,1372,13971,1942.5,1102.5
C,1373,13972,1960.0,1102.5
C,1374,13973,1977.5,1102.5
C,1375,13974,1995.0,1102.5
C,1376,13975,2012.5,1102.5
C,1377,13976,2030.0,1102.5
C,1378,13977,2047.5,1102.5
C,1379,13978,2065.0,1102.5
C,1380,13979,2082.5,1102.5
C,1381,13980,2100.0,1102.5
C,1382,13981,2117.5,1102.5
C,1383,13982,2135.0,1102.5
C,1384,13983,2152.5,1102.5
C,1385,13984,2170.0,1102.5
C,1386,13985,2187.5,1102.5
C,1387,14186,1855.0,1120.0
C,1388,14187,1872.5,1120.0
C,1389,14188,1890.0,1120.0
C,1390,14189,1907.5,1120.0
C,1391,14190,1925.0,1120.0
C,1392,14191,1942.5,1120.0
C,1393,14192,1960.0,1120.0
C,1394,14193,1977.5,1120.0
C,1395,14194,1995.0,1120.0
C,1396,14195,2012.5,1120.0
C,1397,14196,2030.0,1120.0
C,1398,14197,2047.5,1120.0
C,1399,14198,2065.0,1120.0
C,1400,14199,2082.5,1120.0
C,1401,14200,2100.0,1120.0
C,1402,14201,2117.5,1120.0
C,1403,14202,2135.0,1120.0
C,1404,14203,2152.5,1120.0
C,1405,14204,2170.0,1120.0
C,1406,14205,2187.5,1120.0
C,1407,14406,1855.0,1137.5
C,1408,14407,1872.5,1137.5
C,1409,14408,1890.0,1137.5
C,1410,14409,1907.5,1137.5
C,1411,14410,1925.0,1137.5
C,1412,14411,1942.5,1137.5
C,1413,14412,1960.0,1137.5
C,1414,14413,1977.5,1137.5
C,1415,14414,1995.0,1137.5
C,1416,14415,2012.5,1137.5
C,1417,14416,2030.0,1137.5
C,1418,14417,2047.5,1137.5
C,1419,14418,2065.0,1137.5
C,1420,14419,2082.5,1137.5
C,1421,14420,2100.0,1137.5
C,1422,14421,2117.5,1137.5
C,1423,14422,2135.0,1137.5
C,1424,14423,2152.5,1137.5
C,1425,14424,2170.0,1137.5
C,1426,14425,2187.5,1137.5
C,1427,14626,1855.0,1155.0
C,1428,14627,1872.5,1155.0
C,1429,14628,1890.0,1155.0
C,1430,14629,1907.5,1155.0
C,1431,14630,1925.0,1155.0
C,1432,14631,1942.5,1155.0
C,1433,14632,1960.0,1155.0
C,1434,14633,1977.5,1155.0
C,1435,14634,1995.0,1155.0
C,1436,14635,2012.5,1155.0
C,1437,14636,2030.0,1155.0
C,1438,14637,2047.5,1155.0
C,1439,14638,2065.0,1155.0
C,1440,14639,2082.5,1155.0
C,1441,14640,2100.0,1155.0
C,1442,14641,2117.5,1155.0
C,1443,14642,2135.0,1155.0
C,1444,14643,2152.5,1155.0
C,1445,14644,2170.0,1155.0
C,1446,14645,2187.5,1155.0
C,1447,14846,1855.0,1172.5
C,1448,14847,1872.5,1172.5
C,1449,14848,1890.0,1172.5
C,1450,14849,1907.5,1172.5
C,1451,14850,1925.0,1172.5
C,1452,14851,1942.5,1172.5
C,1453,14852,1960.0,1172.5
C,1454,14853,1977.5,1172.5
C,1455,14854,1995.0,1172.5
C,1456,14855,2012.5,1172.5
C,1457,14856,2030.0,1172.5
C,1458,14857,2047.5,1172.5
C,1459,14858,2065.0,1172.5
C,1460,14859,2082.5,1172.5
C,1461,14860,2100.0,1172.5
C,1462,14861,2117.5,1172.5
C,1463,14862,2135.0,1172.5
C,1464,14863,2152.5,1172.5
C,1465,14864,2170.0,1172.5
C,1466,14865,2187.5,1172.5
C,1467,15066,1855.0,1190.0
C,1468,15067,1872.5,1190.0
C,1469,15068,1890.0,1190.0
C,1470,15069,1907.5,1190.0
C,1471,15070,1925.0,1190.0
C,1472,15071,1942.5,1190.0
C,1473,15072,1960.0,1190.0
C,1474,15073,1977.5,1190.0
C,1475,15074,1995.0,1190.0
C,1476,15075,2012.5,1190.0
C,1477,15076,2030.0,1190.0
C,1478,15077,2047.5,1190.0
C,1479,15078,2065.0,1190.0
C,1480,15079,2082.5,1190.0
C,1481,15080,2100.0,1190.0
C,1482,15081,2117.5,1190.0
C,1483,15082,2135.0,1190.0
C,1484,15083,2152.5,1190.0
C,1485,15084,2170.0,1190.0
C,1486,15085,2187.5,1190.0
C,1487,15286,1855.0,1207.5
C,1488,15287,1872.5,1207.5
C,1489,15288,1890.0,1207.5
C,1490,15289,1907.5,1207.5
C,1491,15290,1925.0,1207.5
C,1492,15291,1942.5,1207.5
C,1493,15292,1960.0,1207.5
C,1494,15293,1977.5,1207.5
C,1495,15294,1995.0,1207.5
C,1496,15295,2012.5,1207.5
C,1497,15296,2030.0,1207.5
C,1498,15297,2047.5,1207.5
C,1499,15298,2065.0,1207.5
C,1500,15299,2082.5,1207.5
C,1501,15300,2100.0,1207.5
C,1502,15301,2117.5,1207.5
C,1503,15302,2135.0,1207.5
C,1504,15303,2152.5,1207.5
C,1505,15304,2170.0,1207.5
C,1506,15305,2187.5,1207.5
C,1507,15506,1855.0,1225.0
C,1508,15507,1872.5,1225.0
C,1509,15508,1890.0,1225.0
C,1510,15509,1907.5,1225.0
C,1511,15510,1925.0,1225.0
C,1512,15511,1942.5,1225.0
C,1513,15512,1960.0,1225.0
C,1514,15513,1977.5,1225.0
C,1515,15514,1995.0,1225.0
C,1516,15515,2012.5,1225.0
C,1517,15516,2030.0,1225.0
C,1518,15517,2047.5,1225.0
C,1519,15518,2065.0,1225.0
C,1520,15519,2082.5,1225.0
C,1521,15520,2100.0,1225.0
C,1522,15521,2117.5,1225.0
C,1523,15522,2135.0,1225.0
C,1524,15523,2152.5,1225.0
C,1525,15524,2170.0,1225.0
C,1526,15525,2187.5,1225.0
E,1527,6433,927.5,507.5
E,1528,6434,945.0,507.5
E,1529,6435,962.5,507.5
E,1530,6436,980.0,507.5
E,1531,6437,997.5,507.5
E,1532,6438,1015.0,507.5
E,1533,6653,927.5,525.0
E,1534,6654,945.0,525.0
E,1535,6655,962.5,525.0
E,1536,6656,980.0,525.0
E,1537,6657,997.5,525.0
E,1538,6658,1015.0,525.0
E,1539,6873,927.5,542.5
E,1540,6874,945.0,542.5
E,1541,6875,962.5,542.5
E,1542,6876,980.0,542.5
E,1543,6877,997.5,542.5
E,1544,6878,1015.0,542.5
E,1545,7093,927.5,560.0
E,1546,7094,945.0,560.0
E,1547,7095,962.5,560.0
E,1548,7096,980.0,560.0
E,1549,7097,997.5,560.0
E,1550,7098,1015.0,560.0
E,1551,7313,927.5,577.5
E,1552,7314,945.0,577.5
E,1553,7315,962.5,577.5
E,1554,7316,980.0,577.5
E,1555,7317,997.5,577.5
E,1556,7318,1015.0,577.5
E,1557,7533,927.5,595.0
E,1558,7534,945.0,595.0
E,1559,7535,962.5,595.0
E,1560,7536,980.0,595.0
E,1561,7537,997.5,595.0
E,1562,7538,1015.0,595.0
E,1563,7753,927.5,612.5
E,1564,7754,945.0,612.5
E,1565,7755,962.5,612.5
E,1566,7756,980.0,612.5
E,1567,7757,997.5,612.5
E,1568,7758,1015.0,612.5
E,1569,7973,927.5,630.0
E,1570,7974,945.0,630.0
E,1571,7975,962.5,630.0
E,1572,7976,980.0,630.0
E,1573,7977,997.5,630.0
E,1574,7978,1015.0,630.0
E,1575,8193,927.5,647.5
E,1576,8194,945.0,647.5
E,1577,8195,962.5,647.5
E,1578,8196,980.0,647.5
E,1579,8197,997.5,647.5
E,1580,8198,1015.0,647.5
E,1581,8413,927.5,665.0
E,1582,8414,945.0,665.0
E,1583,8415,962.5,665.0
E,1584,8416,980.0,665.0
E,1585,8417,997.5,665.0
E,1586,8418,1015.0,665.0
E,1587,8633,927.5,682.5
E,1588,8634,945.0,682.5
E,1589,8635,962.5,682.5
E,1590,8636,980.0,682.5
E,1591,8637,997.5,682.5
E,1592,8638,1015.0,682.5
F,1593,6463,1452.5,507.5
F,1594,6464,1470.0,507.5
F,1595,6465,1487.5,507.5
F,1596,6466,1505.0,507.5
F,1597,6467,1522.5,507.5
F,1598,6468,1540.0,507.5
F,1599,6683,1452.5,525.0
F,1600,6684,1470.0,525.0
F,1601,6685,1487.5,525.0
F,1602,6686,1505.0,525.0
F,1603,6687,1522.5,525.0
F,1604,6688,1540.0,525.0
F,1605,6903,1452.5,542.5
F,1606,6904,1470.0,542.5
F,1607,6905,1487.5,542.5
F,1608,6906,1505.0,542.5
F,1609,6907,1522.5,542.5
F,1610,6908,1540.0,542.5
F,1611,7123,1452.5,560.0
F,1612,7124,1470.0,560.0
F,1613,7125,1487.5,560.0
F,1614,7126,1505.0,560.0
F,1615,7127,1522.5,560.0
F,1616,7128,1540.0,560.0
F,1617,7343,1452.5,577.5
F,1618,7344,1470.0,577.5
F,1619,7345,1487.5,577.5
F,1620,7346,1505.0,577.5
F,1621,7347,1522.5,577.5
F,1622,7348,1540.0,577.5
F,1623,7563,1452.5,595.0
F,1624,7564,1470.0,595.0
F,1625,7565,1487.5,595.0
F,1626,7566,1505.0,595.0
F,1627,7567,1522.5,595.0
F,1628,7568,1540.0,595.0
F,1629,7783,1452.5,612.5
F,1630,7784,1470.0,612.5
F,1631,7785,1487.5,612.5
F,1632,7786,1505.0,612.5
F,1633,7787,1522.5,612.5
F,1634,7788,1540.0,612.5
F,1635,8003,1452.5,630.0
F,1636,8004,1470.0,630.0
F,1637,8005,1487.5,630.0
F,1638,8006,1505.0,630.0
F,1639,8007,1522.5,630.0
F,1640,8008,1540.0,630.0
F,1641,8223,1452.5,647.5
F,1642,8224,1470.0,647.5
F,1643,8225,1487.5,647.5
F,1644,8226,1505.0,647.5
F,1645,8227,1522.5,647.5
F,1646,8228,1540.0,647.5
G,1647,6935,2012.5,542.5
G,1648,6936,2030.0,542.5
G,1649,6937,2047.5,542.5
G,1650,6938,2065.0,542.5
G,1651,7155,2012.5,560.0
G,1652,7156,2030.0,560.0
G,1653,7157,2047.5,560.0
G,1654,7158,2065.0,560.0
G,1655,7375,2012.5,577.5
G,1656,7376,2030.0,577.5
G,1657,7377,2047.5,577.5
G,1658,7378,2065.0,577.5
G,1659,7595,2012.5,595.0
G,1660,7596,2030.0,595.0
G,1661,7597,2047.5,595.0
G,1662,7598,2065.0,595.0
G,1663,7815,2012.5,612.5
G,1664,7816,2030.0,612.5
G,1665,7817,2047.5,612.5
G,1666,7818,2065.0,612.5
G,1667,8035,2012.5,630.0
